id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_penduduk,satuan,tahun
216,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,2117669,JIWA,2017
217,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,1301855,JIWA,2017
218,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,1234756,JIWA,2017
219,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,1167998,JIWA,2017
220,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,1082492,JIWA,2017
221,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1804745,JIWA,2017
222,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1720404,JIWA,2017
223,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,1132056,JIWA,2017
224,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,1089754,JIWA,2017
225,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,883122,JIWA,2017
226,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,850100,JIWA,2017
227,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,617790,JIWA,2017
228,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,612088,JIWA,2017
229,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,578008,JIWA,2017
230,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,559468,JIWA,2017
231,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,1081257,JIWA,2017
232,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,1019042,JIWA,2017
233,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,644595,JIWA,2017
234,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,624615,JIWA,2017
235,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,576446,JIWA,2017
236,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,563118,JIWA,2017
237,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,928097,JIWA,2017
238,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,922598,JIWA,2017
239,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,788546,JIWA,2017
240,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,766493,JIWA,2017
241,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,466060,JIWA,2017
242,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,452305,JIWA,2017
243,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,1085301,JIWA,2017
244,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,1046285,JIWA,2017
245,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,1322963,JIWA,2017
246,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1288504,JIWA,2017
247,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,838405,JIWA,2017
248,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,800155,JIWA,2017
249,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,205032,JIWA,2017
250,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,203984,JIWA,2017
251,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,513103,JIWA,2017
252,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,497481,JIWA,2017
253,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,169392,JIWA,2017
254,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,166474,JIWA,2017
255,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,1218143,JIWA,2017
256,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,1194315,JIWA,2017
257,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,164861,JIWA,2017
258,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,163378,JIWA,2017
259,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,1221622,JIWA,2017
260,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,1193469,JIWA,2017
261,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,915763,JIWA,2017
262,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,896161,JIWA,2017
263,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,270265,JIWA,2017
264,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,265420,JIWA,2017
265,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,354084,JIWA,2017
266,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,340526,JIWA,2017
267,32,JAWA BARAT,3279,KOTA BANJAR ,LAKI-LAKI,101018,JIWA,2017
268,32,JAWA BARAT,3279,KOTA BANJAR ,PEREMPUAN,100330,JIWA,2017
269,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,2353185,JIWA,2018
270,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,2232627,JIWA,2018
271,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,1299202,JIWA,2018
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,1252894,JIWA,2018
273,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,1170452,JIWA,2018
274,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,1092749,JIWA,2018
275,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1803113,JIWA,2018
276,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1732879,JIWA,2018
277,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,1139923,JIWA,2018
278,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,1095547,JIWA,2018
279,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,895310,JIWA,2018
280,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,867312,JIWA,2018
281,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,621963,JIWA,2018
282,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,618322,JIWA,2018
283,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,582419,JIWA,2018
284,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,565097,JIWA,2018
285,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,1095984,JIWA,2018
286,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,1066592,JIWA,2018
287,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,645435,JIWA,2018
288,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,633318,JIWA,2018
289,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,579337,JIWA,2018
290,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,568861,JIWA,2018
291,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,933453,JIWA,2018
292,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,922005,JIWA,2018
293,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,786301,JIWA,2018
294,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,776805,JIWA,2018
295,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,473558,JIWA,2018
296,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,462656,JIWA,2018
297,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,1149127,JIWA,2018
298,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,1122833,JIWA,2018
299,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,1336713,JIWA,2018
300,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1303857,JIWA,2018
301,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,841125,JIWA,2018
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,808686,JIWA,2018
303,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,210115,JIWA,2018
304,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,210397,JIWA,2018
305,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,521710,JIWA,2018
306,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,507374,JIWA,2018
307,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,173376,JIWA,2018
308,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,171421,JIWA,2018
309,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,1233357,JIWA,2018
310,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,1218822,JIWA,2018
311,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,169139,JIWA,2018
312,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,168447,JIWA,2018
313,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,1230001,JIWA,2018
314,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,1206576,JIWA,2018
315,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,930827,JIWA,2018
316,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,914105,JIWA,2018
317,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,276275,JIWA,2018
318,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,272098,JIWA,2018
319,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,362388,JIWA,2018
320,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,351157,JIWA,2018
321,32,JAWA BARAT,3279,KOTA BANJAR ,LAKI-LAKI,102198,JIWA,2018
322,32,JAWA BARAT,3279,KOTA BANJAR ,PEREMPUAN,101902,JIWA,2018
323,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,2419341,JIWA,2019
324,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,2296583,JIWA,2019
325,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,1309395,JIWA,2019
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,1262495,JIWA,2019
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,1182755,JIWA,2019
328,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,1109611,JIWA,2019
329,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1817407,JIWA,2019
330,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1744272,JIWA,2019
331,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,1168329,JIWA,2019
332,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,1116089,JIWA,2019
333,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,913795,JIWA,2019
334,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,882701,JIWA,2019
335,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,627236,JIWA,2019
336,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,626247,JIWA,2019
337,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,594356,JIWA,2019
338,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,576586,JIWA,2019
339,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,1108513,JIWA,2019
340,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,1081272,JIWA,2019
341,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,659543,JIWA,2019
342,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,648452,JIWA,2019
343,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,582164,JIWA,2019
344,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,572294,JIWA,2019
345,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,936516,JIWA,2019
346,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,924753,JIWA,2019
347,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,790325,JIWA,2019
348,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,783381,JIWA,2019
349,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,479466,JIWA,2019
350,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,470600,JIWA,2019
351,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,1174795,JIWA,2019
352,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,1148943,JIWA,2019
353,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,1352972,JIWA,2019
354,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1321889,JIWA,2019
355,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,851045,JIWA,2019
356,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,816679,JIWA,2019
357,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,212194,JIWA,2019
358,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,212592,JIWA,2019
359,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,531731,JIWA,2019
360,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,516674,JIWA,2019
361,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,175391,JIWA,2019
362,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,173554,JIWA,2019
363,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,1246951,JIWA,2019
364,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,1233513,JIWA,2019
365,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,170584,JIWA,2019
366,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,169786,JIWA,2019
367,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,1235490,JIWA,2019
368,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,1213340,JIWA,2019
369,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,936044,JIWA,2019
370,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,921690,JIWA,2019
371,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,278840,JIWA,2019
372,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,274915,JIWA,2019
373,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,365766,JIWA,2019
374,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,354116,JIWA,2019
375,32,JAWA BARAT,3279,KOTA BANJAR ,LAKI-LAKI,103049,JIWA,2019
376,32,JAWA BARAT,3279,KOTA BANJAR ,PEREMPUAN,102577,JIWA,2019
377,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAKI-LAKI,2627675,JIWA,2020
378,32,JAWA BARAT,3201,KABUPATEN BOGOR,PEREMPUAN,2504680,JIWA,2020
379,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAKI-LAKI,1333443,JIWA,2020
380,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PEREMPUAN,1293319,JIWA,2020
381,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAKI-LAKI,1216433,JIWA,2020
382,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PEREMPUAN,1152180,JIWA,2020
383,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAKI-LAKI,1824524,JIWA,2020
384,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PEREMPUAN,1758532,JIWA,2020
385,32,JAWA BARAT,3205,KABUPATEN GARUT,LAKI-LAKI,1285225,JIWA,2020
386,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,1229290,JIWA,2020
387,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,916900,JIWA,2020
388,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,886900,JIWA,2020
389,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,632826,JIWA,2020
390,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,627158,JIWA,2020
391,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,599724,JIWA,2020
392,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,584016,JIWA,2020
393,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,1163760,JIWA,2020
394,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,1133239,JIWA,2020
395,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,662772,JIWA,2020
396,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,652500,JIWA,2020
397,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,584770,JIWA,2020
398,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,574684,JIWA,2020
399,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,942358,JIWA,2020
400,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,928791,JIWA,2020
401,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,794352,JIWA,2020
402,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,789583,JIWA,2020
403,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,493002,JIWA,2020
404,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,481302,JIWA,2020
405,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,1193589,JIWA,2020
406,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,1167430,JIWA,2020
407,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,1456865,JIWA,2020
408,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,1423415,JIWA,2020
409,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,872332,JIWA,2020
410,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,840016,JIWA,2020
411,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,214541,JIWA,2020
412,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,213701,JIWA,2020
413,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,538807,JIWA,2020
414,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,525891,JIWA,2020
415,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,176539,JIWA,2020
416,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,174920,JIWA,2020
417,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,1256206,JIWA,2020
418,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,1244761,JIWA,2020
419,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,172117,JIWA,2020
420,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,170886,JIWA,2020
421,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,1239236,JIWA,2020
422,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,1225483,JIWA,2020
423,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,942540,JIWA,2020
424,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,930456,JIWA,2020
425,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,280754,JIWA,2020
426,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,277157,JIWA,2020
427,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,368850,JIWA,2020
428,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,356711,JIWA,2020
429,32,JAWA BARAT,3279,KOTA BANJAR ,LAKI-LAKI,103374,JIWA,2020
430,32,JAWA BARAT,3279,KOTA BANJAR ,PEREMPUAN,102108,JIWA,2020
