id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_penduduk_miskin,satuan,tahun
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,89.0,RIBU JIWA,2011
258,32,JAWA BARAT,3215,KABUPATEN KARAWANG,256.7,RIBU JIWA,2011
259,32,JAWA BARAT,3216,KABUPATEN BEKASI,159.5,RIBU JIWA,2011
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,219.8,RIBU JIWA,2011
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.0,RIBU JIWA,2011
262,32,JAWA BARAT,3271,KOTA BOGOR,88.9,RIBU JIWA,2011
263,32,JAWA BARAT,3272,KOTA SUKABUMI,27.3,RIBU JIWA,2011
264,32,JAWA BARAT,3273,KOTA BANDUNG,116.9,RIBU JIWA,2011
265,32,JAWA BARAT,3274,KOTA CIREBON,35.0,RIBU JIWA,2011
266,32,JAWA BARAT,3275,KOTA BEKASI,145.9,RIBU JIWA,2011
267,32,JAWA BARAT,3276,KOTA DEPOK,48.9,RIBU JIWA,2011
268,32,JAWA BARAT,3277,KOTA CIMAHI,39.5,RIBU JIWA,2011
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,129.8,RIBU JIWA,2011
270,32,JAWA BARAT,3279,KOTA BANJAR,14.7,RIBU JIWA,2011
271,32,JAWA BARAT,3201,KABUPATEN BOGOR,451.0,RIBU JIWA,2012
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,234.6,RIBU JIWA,2012
273,32,JAWA BARAT,3203,KABUPATEN CIANJUR,292.2,RIBU JIWA,2012
274,32,JAWA BARAT,3204,KABUPATEN BANDUNG,279.5,RIBU JIWA,2012
275,32,JAWA BARAT,3205,KABUPATEN GARUT,315.8,RIBU JIWA,2012
276,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,201.5,RIBU JIWA,2012
277,32,JAWA BARAT,3207,KABUPATEN CIAMIS,147.8,RIBU JIWA,2012
278,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,142.3,RIBU JIWA,2012
279,32,JAWA BARAT,3209,KABUPATEN CIREBON,311.3,RIBU JIWA,2012
280,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,168.6,RIBU JIWA,2012
281,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,132.9,RIBU JIWA,2012
282,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,257.3,RIBU JIWA,2012
283,32,JAWA BARAT,3213,KABUPATEN SUBANG,185.4,RIBU JIWA,2012
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,85.0,RIBU JIWA,2012
285,32,JAWA BARAT,3215,KABUPATEN KARAWANG,245.1,RIBU JIWA,2012
286,32,JAWA BARAT,3216,KABUPATEN BEKASI,153.1,RIBU JIWA,2012
287,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,209.9,RIBU JIWA,2012
288,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.0,RIBU JIWA,2012
289,32,JAWA BARAT,3271,KOTA BOGOR,84.8,RIBU JIWA,2012
290,32,JAWA BARAT,3272,KOTA SUKABUMI,26.0,RIBU JIWA,2012
291,32,JAWA BARAT,3273,KOTA BANDUNG,111.4,RIBU JIWA,2012
292,32,JAWA BARAT,3274,KOTA CIREBON,33.2,RIBU JIWA,2012
293,32,JAWA BARAT,3275,KOTA BEKASI,139.8,RIBU JIWA,2012
294,32,JAWA BARAT,3276,KOTA DEPOK,47.0,RIBU JIWA,2012
295,32,JAWA BARAT,3277,KOTA CIMAHI,37.7,RIBU JIWA,2012
296,32,JAWA BARAT,3278,KOTA TASIKMALAYA,123.0,RIBU JIWA,2012
297,32,JAWA BARAT,3279,KOTA BANJAR,13.9,RIBU JIWA,2012
298,32,JAWA BARAT,3201,KABUPATEN BOGOR,499.1,RIBU JIWA,2013
299,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,222.8,RIBU JIWA,2013
300,32,JAWA BARAT,3203,KABUPATEN CIANJUR,267.9,RIBU JIWA,2013
301,32,JAWA BARAT,3204,KABUPATEN BANDUNG,271.7,RIBU JIWA,2013
302,32,JAWA BARAT,3205,KABUPATEN GARUT,320.9,RIBU JIWA,2013
303,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,199.3,RIBU JIWA,2013
304,32,JAWA BARAT,3207,KABUPATEN CIAMIS,133.0,RIBU JIWA,2013
305,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,139.4,RIBU JIWA,2013
306,32,JAWA BARAT,3209,KABUPATEN CIREBON,307.2,RIBU JIWA,2013
307,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,164.9,RIBU JIWA,2013
308,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,127.4,RIBU JIWA,2013
309,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,251.1,RIBU JIWA,2013
310,32,JAWA BARAT,3213,KABUPATEN SUBANG,185.4,RIBU JIWA,2013
311,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,83.6,RIBU JIWA,2013
312,32,JAWA BARAT,3215,KABUPATEN KARAWANG,238.6,RIBU JIWA,2013
313,32,JAWA BARAT,3216,KABUPATEN BEKASI,157.7,RIBU JIWA,2013
314,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,206.0,RIBU JIWA,2013
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.0,RIBU JIWA,2013
316,32,JAWA BARAT,3271,KOTA BOGOR,83.3,RIBU JIWA,2013
317,32,JAWA BARAT,3272,KOTA SUKABUMI,25.2,RIBU JIWA,2013
318,32,JAWA BARAT,3273,KOTA BANDUNG,117.7,RIBU JIWA,2013
319,32,JAWA BARAT,3274,KOTA CIREBON,31.9,RIBU JIWA,2013
320,32,JAWA BARAT,3275,KOTA BEKASI,137.8,RIBU JIWA,2013
321,32,JAWA BARAT,3276,KOTA DEPOK,45.9,RIBU JIWA,2013
322,32,JAWA BARAT,3277,KOTA CIMAHI,32.3,RIBU JIWA,2013
323,32,JAWA BARAT,3278,KOTA TASIKMALAYA,112.2,RIBU JIWA,2013
324,32,JAWA BARAT,3279,KOTA BANJAR,12.8,RIBU JIWA,2013
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,479.1,RIBU JIWA,2014
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,213.5,RIBU JIWA,2014
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,256.6,RIBU JIWA,2014
328,32,JAWA BARAT,3204,KABUPATEN BANDUNG,266.8,RIBU JIWA,2014
329,32,JAWA BARAT,3205,KABUPATEN GARUT,315.6,RIBU JIWA,2014
330,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,194.8,RIBU JIWA,2014
331,32,JAWA BARAT,3207,KABUPATEN CIAMIS,130.0,RIBU JIWA,2014
332,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,133.6,RIBU JIWA,2014
333,32,JAWA BARAT,3209,KABUPATEN CIREBON,300.5,RIBU JIWA,2014
334,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,158.0,RIBU JIWA,2014
335,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,122.0,RIBU JIWA,2014
336,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,240.7,RIBU JIWA,2014
337,32,JAWA BARAT,3213,KABUPATEN SUBANG,177.9,RIBU JIWA,2014
338,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,80.3,RIBU JIWA,2014
339,32,JAWA BARAT,3215,KABUPATEN KARAWANG,229.0,RIBU JIWA,2014
340,32,JAWA BARAT,3216,KABUPATEN BEKASI,156.6,RIBU JIWA,2014
341,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,197.9,RIBU JIWA,2014
342,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,0.0,RIBU JIWA,2014
343,32,JAWA BARAT,3271,KOTA BOGOR,80.1,RIBU JIWA,2014
344,32,JAWA BARAT,3272,KOTA SUKABUMI,24.1,RIBU JIWA,2014
345,32,JAWA BARAT,3273,KOTA BANDUNG,115.0,RIBU JIWA,2014
346,32,JAWA BARAT,3274,KOTA CIREBON,30.6,RIBU JIWA,2014
347,32,JAWA BARAT,3275,KOTA BEKASI,139.7,RIBU JIWA,2014
348,32,JAWA BARAT,3276,KOTA DEPOK,47.5,RIBU JIWA,2014
349,32,JAWA BARAT,3277,KOTA CIMAHI,31.8,RIBU JIWA,2014
350,32,JAWA BARAT,3278,KOTA TASIKMALAYA,104.5,RIBU JIWA,2014
351,32,JAWA BARAT,3279,KOTA BANJAR,12.7,RIBU JIWA,2014
352,32,JAWA BARAT,3201,KABUPATEN BOGOR,487.1,RIBU JIWA,2015
353,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,217.9,RIBU JIWA,2015
354,32,JAWA BARAT,3203,KABUPATEN CIANJUR,273.9,RIBU JIWA,2015
355,32,JAWA BARAT,3204,KABUPATEN BANDUNG,281.0,RIBU JIWA,2015
356,32,JAWA BARAT,3205,KABUPATEN GARUT,325.7,RIBU JIWA,2015
357,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,208.1,RIBU JIWA,2015
358,32,JAWA BARAT,3207,KABUPATEN CIAMIS,104.9,RIBU JIWA,2015
359,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,147.2,RIBU JIWA,2015
360,32,JAWA BARAT,3209,KABUPATEN CIREBON,313.2,RIBU JIWA,2015
361,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,167.5,RIBU JIWA,2015
362,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,129.0,RIBU JIWA,2015
363,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,253.1,RIBU JIWA,2015
364,32,JAWA BARAT,3213,KABUPATEN SUBANG,187.2,RIBU JIWA,2015
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,83.9,RIBU JIWA,2015
366,32,JAWA BARAT,3215,KABUPATEN KARAWANG,235.0,RIBU JIWA,2015
367,32,JAWA BARAT,3216,KABUPATEN BEKASI,169.2,RIBU JIWA,2015
368,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,205.7,RIBU JIWA,2015
369,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,42.0,RIBU JIWA,2015
370,32,JAWA BARAT,3271,KOTA BOGOR,79.2,RIBU JIWA,2015
371,32,JAWA BARAT,3272,KOTA SUKABUMI,27.8,RIBU JIWA,2015
372,32,JAWA BARAT,3273,KOTA BANDUNG,114.1,RIBU JIWA,2015
373,32,JAWA BARAT,3274,KOTA CIREBON,31.7,RIBU JIWA,2015
374,32,JAWA BARAT,3275,KOTA BEKASI,146.9,RIBU JIWA,2015
375,32,JAWA BARAT,3276,KOTA DEPOK,50.0,RIBU JIWA,2015
376,32,JAWA BARAT,3277,KOTA CIMAHI,34.1,RIBU JIWA,2015
377,32,JAWA BARAT,3278,KOTA TASIKMALAYA,106.8,RIBU JIWA,2015
378,32,JAWA BARAT,3279,KOTA BANJAR,13.4,RIBU JIWA,2015
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,490.8,RIBU JIWA,2016
380,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,198.7,RIBU JIWA,2016
381,32,JAWA BARAT,3203,KABUPATEN CIANJUR,261.4,RIBU JIWA,2016
382,32,JAWA BARAT,3204,KABUPATEN BANDUNG,272.7,RIBU JIWA,2016
383,32,JAWA BARAT,3205,KABUPATEN GARUT,298.5,RIBU JIWA,2016
384,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,195.6,RIBU JIWA,2016
385,32,JAWA BARAT,3207,KABUPATEN CIAMIS,98.8,RIBU JIWA,2016
386,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,144.1,RIBU JIWA,2016
387,32,JAWA BARAT,3209,KABUPATEN CIREBON,288.5,RIBU JIWA,2016
388,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,152.5,RIBU JIWA,2016
389,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,120.6,RIBU JIWA,2016
390,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,237.0,RIBU JIWA,2016
391,32,JAWA BARAT,3213,KABUPATEN SUBANG,170.4,RIBU JIWA,2016
392,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,83.6,RIBU JIWA,2016
393,32,JAWA BARAT,3215,KABUPATEN KARAWANG,230.6,RIBU JIWA,2016
394,32,JAWA BARAT,3216,KABUPATEN BEKASI,164.4,RIBU JIWA,2016
395,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,192.5,RIBU JIWA,2016
396,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,40.1,RIBU JIWA,2016
397,32,JAWA BARAT,3271,KOTA BOGOR,77.3,RIBU JIWA,2016
398,32,JAWA BARAT,3272,KOTA SUKABUMI,27.5,RIBU JIWA,2016
399,32,JAWA BARAT,3273,KOTA BANDUNG,107.6,RIBU JIWA,2016
400,32,JAWA BARAT,3274,KOTA CIREBON,30.2,RIBU JIWA,2016
401,32,JAWA BARAT,3275,KOTA BEKASI,140.0,RIBU JIWA,2016
402,32,JAWA BARAT,3276,KOTA DEPOK,50.6,RIBU JIWA,2016
403,32,JAWA BARAT,3277,KOTA CIMAHI,35.1,RIBU JIWA,2016
404,32,JAWA BARAT,3278,KOTA TASIKMALAYA,102.8,RIBU JIWA,2016
405,32,JAWA BARAT,3279,KOTA BANJAR,12.7,RIBU JIWA,2016
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,487.3,RIBU JIWA,2017
407,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,197.1,RIBU JIWA,2017
408,32,JAWA BARAT,3203,KABUPATEN CIANJUR,257.4,RIBU JIWA,2017
409,32,JAWA BARAT,3204,KABUPATEN BANDUNG,268.0,RIBU JIWA,2017
410,32,JAWA BARAT,3205,KABUPATEN GARUT,291.2,RIBU JIWA,2017
411,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,189.4,RIBU JIWA,2017
412,32,JAWA BARAT,3207,KABUPATEN CIAMIS,96.8,RIBU JIWA,2017
413,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,141.6,RIBU JIWA,2017
414,32,JAWA BARAT,3209,KABUPATEN CIREBON,279.6,RIBU JIWA,2017
415,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,150.3,RIBU JIWA,2017
416,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,120.6,RIBU JIWA,2017
417,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,233.4,RIBU JIWA,2017
418,32,JAWA BARAT,3213,KABUPATEN SUBANG,167.8,RIBU JIWA,2017
419,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,85.3,RIBU JIWA,2017
420,32,JAWA BARAT,3215,KABUPATEN KARAWANG,236.8,RIBU JIWA,2017
421,32,JAWA BARAT,3216,KABUPATEN BEKASI,164.0,RIBU JIWA,2017
422,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,190.9,RIBU JIWA,2017
423,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,39.5,RIBU JIWA,2017
424,32,JAWA BARAT,3271,KOTA BOGOR,76.5,RIBU JIWA,2017
425,32,JAWA BARAT,3272,KOTA SUKABUMI,27.4,RIBU JIWA,2017
426,32,JAWA BARAT,3273,KOTA BANDUNG,104.0,RIBU JIWA,2017
427,32,JAWA BARAT,3274,KOTA CIREBON,30.2,RIBU JIWA,2017
428,32,JAWA BARAT,3275,KOTA BEKASI,136.0,RIBU JIWA,2017
429,32,JAWA BARAT,3276,KOTA DEPOK,52.3,RIBU JIWA,2017
430,32,JAWA BARAT,3277,KOTA CIMAHI,34.5,RIBU JIWA,2017
431,32,JAWA BARAT,3278,KOTA TASIKMALAYA,97.9,RIBU JIWA,2017
432,32,JAWA BARAT,3279,KOTA BANJAR,12.9,RIBU JIWA,2017
433,32,JAWA BARAT,3201,KABUPATEN BOGOR,415.0,RIBU JIWA,2018
434,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,166.3,RIBU JIWA,2018
435,32,JAWA BARAT,3203,KABUPATEN CIANJUR,221.6,RIBU JIWA,2018
436,32,JAWA BARAT,3204,KABUPATEN BANDUNG,246.1,RIBU JIWA,2018
437,32,JAWA BARAT,3205,KABUPATEN GARUT,241.3,RIBU JIWA,2018
438,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,172.4,RIBU JIWA,2018
439,32,JAWA BARAT,3207,KABUPATEN CIAMIS,85.7,RIBU JIWA,2018
440,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,131.2,RIBU JIWA,2018
441,32,JAWA BARAT,3209,KABUPATEN CIREBON,232.4,RIBU JIWA,2018
442,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,129.3,RIBU JIWA,2018
443,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,112.1,RIBU JIWA,2018
444,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,204.2,RIBU JIWA,2018
445,32,JAWA BARAT,3213,KABUPATEN SUBANG,136.6,RIBU JIWA,2018
446,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,75.9,RIBU JIWA,2018
447,32,JAWA BARAT,3215,KABUPATEN KARAWANG,188.0,RIBU JIWA,2018
448,32,JAWA BARAT,3216,KABUPATEN BEKASI,157.2,RIBU JIWA,2018
449,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,169.0,RIBU JIWA,2018
450,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,32.2,RIBU JIWA,2018
451,32,JAWA BARAT,3271,KOTA BOGOR,64.9,RIBU JIWA,2018
452,32,JAWA BARAT,3272,KOTA SUKABUMI,23.2,RIBU JIWA,2018
453,32,JAWA BARAT,3273,KOTA BANDUNG,89.4,RIBU JIWA,2018
454,32,JAWA BARAT,3274,KOTA CIREBON,28.0,RIBU JIWA,2018
455,32,JAWA BARAT,3275,KOTA BEKASI,119.8,RIBU JIWA,2018
456,32,JAWA BARAT,3276,KOTA DEPOK,49.4,RIBU JIWA,2018
457,32,JAWA BARAT,3277,KOTA CIMAHI,29.9,RIBU JIWA,2018
458,32,JAWA BARAT,3278,KOTA TASIKMALAYA,84.2,RIBU JIWA,2018
459,32,JAWA BARAT,3279,KOTA BANJAR,10.4,RIBU JIWA,2018
460,32,JAWA BARAT,3201,KABUPATEN BOGOR,395.03,RIBU JIWA,2019
461,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,153.3,RIBU JIWA,2019
462,32,JAWA BARAT,3203,KABUPATEN CIANJUR,207.07,RIBU JIWA,2019
463,32,JAWA BARAT,3204,KABUPATEN BANDUNG,223.21,RIBU JIWA,2019
464,32,JAWA BARAT,3205,KABUPATEN GARUT,235.19,RIBU JIWA,2019
465,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,159.93,RIBU JIWA,2019
466,32,JAWA BARAT,3207,KABUPATEN CIAMIS,79.41,RIBU JIWA,2019
467,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,123.16,RIBU JIWA,2019
468,32,JAWA BARAT,3209,KABUPATEN CIREBON,217.64,RIBU JIWA,2019
469,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,121.06,RIBU JIWA,2019
470,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,104.18,RIBU JIWA,2019
471,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,191.86,RIBU JIWA,2019
472,32,JAWA BARAT,3213,KABUPATEN SUBANG,129.18,RIBU JIWA,2019
473,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,71.86,RIBU JIWA,2019
474,32,JAWA BARAT,3215,KABUPATEN KARAWANG,173.66,RIBU JIWA,2019
475,32,JAWA BARAT,3216,KABUPATEN BEKASI,149.43,RIBU JIWA,2019
476,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,159.03,RIBU JIWA,2019
477,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,30.73,RIBU JIWA,2019
478,32,JAWA BARAT,3271,KOTA BOGOR,63.97,RIBU JIWA,2019
479,32,JAWA BARAT,3272,KOTA SUKABUMI,21.87,RIBU JIWA,2019
480,32,JAWA BARAT,3273,KOTA BANDUNG,84.67,RIBU JIWA,2019
481,32,JAWA BARAT,3274,KOTA CIREBON,26.8,RIBU JIWA,2019
482,32,JAWA BARAT,3275,KOTA BEKASI,113.65,RIBU JIWA,2019
483,32,JAWA BARAT,3276,KOTA DEPOK,49.35,RIBU JIWA,2019
484,32,JAWA BARAT,3277,KOTA CIMAHI,26.91,RIBU JIWA,2019
485,32,JAWA BARAT,3278,KOTA TASIKMALAYA,76.98,RIBU JIWA,2019
486,32,JAWA BARAT,3279,KOTA BANJAR,10.07,RIBU JIWA,2019
487,32,JAWA BARAT,3201,KABUPATEN BOGOR,465.67,RIBU JIWA,2020
488,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,175.1,RIBU JIWA,2020
489,32,JAWA BARAT,3203,KABUPATEN CIANJUR,234.47,RIBU JIWA,2020
490,32,JAWA BARAT,3204,KABUPATEN BANDUNG,263.6,RIBU JIWA,2020
491,32,JAWA BARAT,3205,KABUPATEN GARUT,262.78,RIBU JIWA,2020
492,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,181.52,RIBU JIWA,2020
493,32,JAWA BARAT,3207,KABUPATEN CIAMIS,91.39,RIBU JIWA,2020
494,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,139.2,RIBU JIWA,2020
495,32,JAWA BARAT,3209,KABUPATEN CIREBON,247.94,RIBU JIWA,2020
496,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,138.21,RIBU JIWA,2020
497,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,118.38,RIBU JIWA,2020
498,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,220.31,RIBU JIWA,2020
499,32,JAWA BARAT,3213,KABUPATEN SUBANG,149.81,RIBU JIWA,2020
500,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,80.17,RIBU JIWA,2020
501,32,JAWA BARAT,3215,KABUPATEN KARAWANG,195.41,RIBU JIWA,2020
502,32,JAWA BARAT,3216,KABUPATEN BEKASI,186.3,RIBU JIWA,2020
503,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,179.46,RIBU JIWA,2020
504,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,36.05,RIBU JIWA,2020
505,32,JAWA BARAT,3271,KOTA BOGOR,75.04,RIBU JIWA,2020
506,32,JAWA BARAT,3272,KOTA SUKABUMI,25.42,RIBU JIWA,2020
507,32,JAWA BARAT,3273,KOTA BANDUNG,100.02,RIBU JIWA,2020
508,32,JAWA BARAT,3274,KOTA CIREBON,30.61,RIBU JIWA,2020
509,32,JAWA BARAT,3275,KOTA BEKASI,134.01,RIBU JIWA,2020
510,32,JAWA BARAT,3276,KOTA DEPOK,60.43,RIBU JIWA,2020
511,32,JAWA BARAT,3277,KOTA CIMAHI,31.64,RIBU JIWA,2020
512,32,JAWA BARAT,3278,KOTA TASIKMALAYA,86.13,RIBU JIWA,2020
513,32,JAWA BARAT,3279,KOTA BANJAR,11.16,RIBU JIWA,2020
